Item,Price,Date
"Baby food, 128 millilitres",1.29,2019-02-01
"Peanut butter, 500 grams",3.13,2019-02-01
Paper towels (2 rolls),3.1,2019-02-01
Facial tissue (200 tissues),3.64,2019-02-01
Bathroom tissue (4 rolls),2.85,2019-02-01
"Shampoo, 300 millilitres",4.07,2019-02-01
"Deodorant, 60 grams",4.57,2019-02-01
"Toothpaste, 100 millilitres",2.99,2019-02-01
Cigarettes (200),119.29,2019-02-01
,,2019-03-01
"Round steak, 1 kilogram",17.67,2019-03-01
"Sirloin steak, 1 kilogram",23.06,2019-03-01
"Prime rib roast, 1 kilogram",31.86,2019-03-01
"Blade roast, 1 kilogram",16.02,2019-03-01
"Stewing beef, 1 kilogram",15.45,2019-03-01
"Ground beef, 1 kilogram",11.29,2019-03-01
"Pork chops, 1 kilogram",11.72,2019-03-01
"Chicken, 1 kilogram",7.29,2019-03-01
"Bacon, 500 grams",7.12,2019-03-01
"Wieners, 450 grams",4.33,2019-03-01
"Canned salmon, 213 grams",5.68,2019-03-01
"Homogenized milk, 4 litres",5.79,2019-03-01
"Partly skimmed milk, 4 litres",5.2,2019-03-01
"Butter, 454 grams",4.99,2019-03-01
"Processed cheese slices, 250 grams",2.53,2019-03-01
"Evaporated milk, 385 millilitres",1.89,2019-03-01
"Eggs, 1 dozen",3.11,2019-03-01
"Bread, 675 grams",2.74,2019-03-01
"Soda crackers, 450 grams",3.27,2019-03-01
"Macaroni, 500 grams",1.45,2019-03-01
"Flour, 2.5 kilograms",4.54,2019-03-01
"Corn flakes, 675 grams",5.72,2019-03-01
"Apples, 1 kilogram",4.71,2019-03-01
"Bananas, 1 kilogram",1.56,2019-03-01
"Oranges, 1 kilogram",3.7,2019-03-01
"Apple juice, 1.36 litres",2.06,2019-03-01
"Orange juice, 1 litre",4.13,2019-03-01
"Carrots, 1 kilogram",2.15,2019-03-01
"Mushrooms, 1 kilogram",8.66,2019-03-01
"Onions, 1 kilogram",2.19,2019-03-01
"Potatoes, 4.54 kilograms",8.79,2019-03-01
"French fried potatoes, frozen, 1 kilogram",2.61,2019-03-01
"Baked beans, canned, 398 millilitres",1.23,2019-03-01
"Tomatoes, canned, 796 millilitres",1.52,2019-03-01
"Tomato juice, 1.36 litres",2.5,2019-03-01
"Ketchup, 1 litre",3.66,2019-03-01
"Sugar, white, 2 kilograms",2.59,2019-03-01
"Coffee, roasted, 300 grams",5.39,2019-03-01
"Coffee, instant, 200 grams",7.28,2019-03-01
Tea (72 bags),4.16,2019-03-01
"Cooking or salad oil, 1 litre",3.44,2019-03-01
"Soup, canned, 284 millilitres",1.21,2019-03-01
"Baby food, 128 millilitres",1.27,2019-03-01
"Peanut butter, 500 grams",3.14,2019-03-01
Paper towels (2 rolls),3.19,2019-03-01
Facial tissue (200 tissues),3.44,2019-03-01
Bathroom tissue (4 rolls),2.72,2019-03-01
"Shampoo, 300 millilitres",4.03,2019-03-01
"Deodorant, 60 grams",4.69,2019-03-01
"Toothpaste, 100 millilitres",2.99,2019-03-01
Cigarettes (200),118.83,2019-03-01
,,2019-04-01
"Round steak, 1 kilogram",17.52,2019-04-01
"Sirloin steak, 1 kilogram",22.96,2019-04-01
"Prime rib roast, 1 kilogram",31.49,2019-04-01
"Blade roast, 1 kilogram",15.42,2019-04-01
"Stewing beef, 1 kilogram",15.25,2019-04-01
"Ground beef, 1 kilogram",11.19,2019-04-01
"Pork chops, 1 kilogram",11.92,2019-04-01
"Chicken, 1 kilogram",7.44,2019-04-01
"Bacon, 500 grams",7.01,2019-04-01
"Wieners, 450 grams",4.49,2019-04-01
"Canned salmon, 213 grams",5.75,2019-04-01
"Homogenized milk, 4 litres",5.81,2019-04-01
"Partly skimmed milk, 4 litres",5.19,2019-04-01
"Butter, 454 grams",4.85,2019-04-01
"Processed cheese slices, 250 grams",2.69,2019-04-01
"Evaporated milk, 385 millilitres",1.79,2019-04-01
"Eggs, 1 dozen",3.17,2019-04-01
"Bread, 675 grams",2.73,2019-04-01
"Soda crackers, 450 grams",3.27,2019-04-01
"Macaroni, 500 grams",1.45,2019-04-01
"Flour, 2.5 kilograms",4.34,2019-04-01
"Corn flakes, 675 grams",5.53,2019-04-01
"Apples, 1 kilogram",4.69,2019-04-01
"Bananas, 1 kilogram",1.56,2019-04-01
"Oranges, 1 kilogram",3.65,2019-04-01
"Apple juice, 1.36 litres",2.09,2019-04-01
"Orange juice, 1 litre",3.94,2019-04-01
"Carrots, 1 kilogram",2.19,2019-04-01
"Mushrooms, 1 kilogram",8.97,2019-04-01
"Onions, 1 kilogram",2.27,2019-04-01
"Potatoes, 4.54 kilograms",8.98,2019-04-01
"French fried potatoes, frozen, 1 kilogram",2.7,2019-04-01
"Baked beans, canned, 398 millilitres",1.27,2019-04-01
"Tomatoes, canned, 796 millilitres",1.59,2019-04-01
"Tomato juice, 1.36 litres",2.37,2019-04-01
"Ketchup, 1 litre",3.58,2019-04-01
"Sugar, white, 2 kilograms",2.53,2019-04-01
"Coffee, roasted, 300 grams",5.35,2019-04-01
"Coffee, instant, 200 grams",7.15,2019-04-01
Tea (72 bags),4.34,2019-04-01
"Cooking or salad oil, 1 litre",3.5,2019-04-01
"Soup, canned, 284 millilitres",1.26,2019-04-01
"Baby food, 128 millilitres",1.26,2019-04-01
"Peanut butter, 500 grams",3.09,2019-04-01
Paper towels (2 rolls),2.99,2019-04-01
Facial tissue (200 tissues),3.59,2019-04-01
Bathroom tissue (4 rolls),2.77,2019-04-01
"Shampoo, 300 millilitres",4.14,2019-04-01
"Deodorant, 60 grams",4.6,2019-04-01
"Toothpaste, 100 millilitres",3.0,2019-04-01
Cigarettes (200),119.51,2019-04-01
,,2019-05-01
"Round steak, 1 kilogram",17.75,2019-05-01
"Sirloin steak, 1 kilogram",22.65,2019-05-01
"Prime rib roast, 1 kilogram",32.6,2019-05-01
"Blade roast, 1 kilogram",16.15,2019-05-01
"Stewing beef, 1 kilogram",15.68,2019-05-01
"Ground beef, 1 kilogram",11.3,2019-05-01
"Pork chops, 1 kilogram",12.2,2019-05-01
"Chicken, 1 kilogram",7.52,2019-05-01
"Bacon, 500 grams",6.96,2019-05-01
"Wieners, 450 grams",4.28,2019-05-01
"Canned salmon, 213 grams",5.67,2019-05-01
"Homogenized milk, 4 litres",5.81,2019-05-01
"Partly skimmed milk, 4 litres",5.19,2019-05-01
"Butter, 454 grams",4.97,2019-05-01
"Processed cheese slices, 250 grams",2.62,2019-05-01
"Evaporated milk, 385 millilitres",1.92,2019-05-01
"Eggs, 1 dozen",3.17,2019-05-01
"Bread, 675 grams",2.79,2019-05-01
"Soda crackers, 450 grams",3.35,2019-05-01
"Macaroni, 500 grams",1.5,2019-05-01
"Flour, 2.5 kilograms",4.65,2019-05-01
"Corn flakes, 675 grams",5.63,2019-05-01
"Apples, 1 kilogram",4.86,2019-05-01
"Bananas, 1 kilogram",1.56,2019-05-01
"Oranges, 1 kilogram",3.86,2019-05-01
"Apple juice, 1.36 litres",2.08,2019-05-01
"Orange juice, 1 litre",4.17,2019-05-01
"Carrots, 1 kilogram",2.43,2019-05-01
"Mushrooms, 1 kilogram",8.63,2019-05-01
"Onions, 1 kilogram",2.47,2019-05-01
"Potatoes, 4.54 kilograms",9.17,2019-05-01
"French fried potatoes, frozen, 1 kilogram",2.62,2019-05-01
"Baked beans, canned, 398 millilitres",1.28,2019-05-01
"Tomatoes, canned, 796 millilitres",1.52,2019-05-01
"Tomato juice, 1.36 litres",2.55,2019-05-01
"Ketchup, 1 litre",3.53,2019-05-01
"Sugar, white, 2 kilograms",2.56,2019-05-01
"Coffee, roasted, 300 grams",5.3,2019-05-01
"Coffee, instant, 200 grams",7.14,2019-05-01
Tea (72 bags),4.28,2019-05-01
"Cooking or salad oil, 1 litre",3.52,2019-05-01
"Soup, canned, 284 millilitres",1.32,2019-05-01
"Baby food, 128 millilitres",1.26,2019-05-01
"Peanut butter, 500 grams",3.08,2019-05-01
Paper towels (2 rolls),3.02,2019-05-01
Facial tissue (200 tissues),3.63,2019-05-01
Bathroom tissue (4 rolls),2.78,2019-05-01
"Shampoo, 300 millilitres",4.08,2019-05-01
"Deodorant, 60 grams",4.43,2019-05-01
"Toothpaste, 100 millilitres",3.03,2019-05-01
Cigarettes (200),119.57,2019-05-01
,,2019-06-01
"Round steak, 1 kilogram",17.88,2019-06-01
"Sirloin steak, 1 kilogram",23.38,2019-06-01
"Prime rib roast, 1 kilogram",32.81,2019-06-01
"Blade roast, 1 kilogram",16.66,2019-06-01
"Stewing beef, 1 kilogram",16.02,2019-06-01
"Ground beef, 1 kilogram",11.41,2019-06-01
"Pork chops, 1 kilogram",12.26,2019-06-01
"Chicken, 1 kilogram",7.52,2019-06-01
"Bacon, 500 grams",7.07,2019-06-01
"Wieners, 450 grams",4.33,2019-06-01
"Canned salmon, 213 grams",5.57,2019-06-01
"Homogenized milk, 4 litres",5.78,2019-06-01
"Partly skimmed milk, 4 litres",5.17,2019-06-01
"Butter, 454 grams",4.85,2019-06-01
"Processed cheese slices, 250 grams",2.57,2019-06-01
"Evaporated milk, 385 millilitres",1.88,2019-06-01
"Eggs, 1 dozen",3.19,2019-06-01
"Bread, 675 grams",2.8,2019-06-01
"Soda crackers, 450 grams",3.35,2019-06-01
"Macaroni, 500 grams",1.46,2019-06-01
"Flour, 2.5 kilograms",4.74,2019-06-01
"Corn flakes, 675 grams",5.51,2019-06-01
"Apples, 1 kilogram",5.03,2019-06-01
"Bananas, 1 kilogram",1.56,2019-06-01
"Oranges, 1 kilogram",3.89,2019-06-01
"Apple juice, 1.36 litres",2.06,2019-06-01
"Orange juice, 1 litre",4.19,2019-06-01
"Carrots, 1 kilogram",2.65,2019-06-01
"Mushrooms, 1 kilogram",9.2,2019-06-01
"Onions, 1 kilogram",2.62,2019-06-01
"Potatoes, 4.54 kilograms",9.55,2019-06-01
"French fried potatoes, frozen, 1 kilogram",2.62,2019-06-01
"Baked beans, canned, 398 millilitres",1.2,2019-06-01
"Tomatoes, canned, 796 millilitres",1.53,2019-06-01
"Tomato juice, 1.36 litres",2.52,2019-06-01
"Ketchup, 1 litre",3.57,2019-06-01
"Sugar, white, 2 kilograms",2.5,2019-06-01
"Coffee, roasted, 300 grams",5.38,2019-06-01
"Coffee, instant, 200 grams",7.03,2019-06-01
Tea (72 bags),4.24,2019-06-01
"Cooking or salad oil, 1 litre",3.42,2019-06-01
"Soup, canned, 284 millilitres",1.3,2019-06-01
"Baby food, 128 millilitres",1.24,2019-06-01
"Peanut butter, 500 grams",3.12,2019-06-01
Paper towels (2 rolls),3.15,2019-06-01
Facial tissue (200 tissues),3.39,2019-06-01
Bathroom tissue (4 rolls),2.78,2019-06-01
"Shampoo, 300 millilitres",4.21,2019-06-01
"Deodorant, 60 grams",4.5,2019-06-01
"Toothpaste, 100 millilitres",3.08,2019-06-01
Cigarettes (200),120.63,2019-06-01
,,2019-07-01
"Round steak, 1 kilogram",17.59,2019-07-01
"Sirloin steak, 1 kilogram",22.17,2019-07-01
"Prime rib roast, 1 kilogram",32.97,2019-07-01
"Blade roast, 1 kilogram",15.34,2019-07-01
"Stewing beef, 1 kilogram",15.5,2019-07-01
"Ground beef, 1 kilogram",10.86,2019-07-01
"Pork chops, 1 kilogram",12.02,2019-07-01
"Chicken, 1 kilogram",7.72,2019-07-01
"Bacon, 500 grams",7.14,2019-07-01
"Wieners, 450 grams",4.34,2019-07-01
"Canned salmon, 213 grams",5.84,2019-07-01
"Homogenized milk, 4 litres",5.8,2019-07-01
"Partly skimmed milk, 4 litres",5.14,2019-07-01
"Butter, 454 grams",5.16,2019-07-01
"Processed cheese slices, 250 grams",2.43,2019-07-01
"Evaporated milk, 385 millilitres",2.04,2019-07-01
"Eggs, 1 dozen",3.22,2019-07-01
"Bread, 675 grams",2.81,2019-07-01
"Soda crackers, 450 grams",3.36,2019-07-01
"Macaroni, 500 grams",1.6,2019-07-01
"Flour, 2.5 kilograms",4.52,2019-07-01
"Corn flakes, 675 grams",5.71,2019-07-01
"Apples, 1 kilogram",4.83,2019-07-01
"Bananas, 1 kilogram",1.55,2019-07-01
"Oranges, 1 kilogram",3.64,2019-07-01
"Apple juice, 1.36 litres",2.17,2019-07-01
"Orange juice, 1 litre",4.19,2019-07-01
"Carrots, 1 kilogram",2.74,2019-07-01
"Mushrooms, 1 kilogram",9.23,2019-07-01
"Onions, 1 kilogram",2.77,2019-07-01
"Potatoes, 4.54 kilograms",9.94,2019-07-01
"French fried potatoes, frozen, 1 kilogram",2.85,2019-07-01
"Baked beans, canned, 398 millilitres",1.31,2019-07-01
"Tomatoes, canned, 796 millilitres",1.52,2019-07-01
"Tomato juice, 1.36 litres",2.94,2019-07-01
"Ketchup, 1 litre",3.52,2019-07-01
"Sugar, white, 2 kilograms",2.5,2019-07-01
"Coffee, roasted, 300 grams",5.1,2019-07-01
"Coffee, instant, 200 grams",6.66,2019-07-01
Tea (72 bags),4.1,2019-07-01
"Cooking or salad oil, 1 litre",3.25,2019-07-01
"Soup, canned, 284 millilitres",1.15,2019-07-01
"Baby food, 128 millilitres",1.26,2019-07-01
"Peanut butter, 500 grams",2.95,2019-07-01
Paper towels (2 rolls),3.04,2019-07-01
Facial tissue (200 tissues),3.38,2019-07-01
Bathroom tissue (4 rolls),2.6,2019-07-01
"Shampoo, 300 millilitres",4.19,2019-07-01
"Deodorant, 60 grams",4.38,2019-07-01
"Toothpaste, 100 millilitres",3.12,2019-07-01
Cigarettes (200),120.54,2019-07-01
,,2019-08-01
"Round steak, 1 kilogram",17.16,2019-08-01
"Sirloin steak, 1 kilogram",22.17,2019-08-01
"Prime rib roast, 1 kilogram",32.94,2019-08-01
"Blade roast, 1 kilogram",15.75,2019-08-01
"Stewing beef, 1 kilogram",15.55,2019-08-01
"Ground beef, 1 kilogram",11.23,2019-08-01
"Pork chops, 1 kilogram",11.72,2019-08-01
"Chicken, 1 kilogram",7.39,2019-08-01
"Bacon, 500 grams",6.99,2019-08-01
"Wieners, 450 grams",4.34,2019-08-01
"Canned salmon, 213 grams",5.89,2019-08-01
"Homogenized milk, 4 litres",5.77,2019-08-01
"Partly skimmed milk, 4 litres",5.15,2019-08-01
"Butter, 454 grams",5.03,2019-08-01
"Processed cheese slices, 250 grams",2.52,2019-08-01
"Evaporated milk, 385 millilitres",1.96,2019-08-01
"Eggs, 1 dozen",3.25,2019-08-01
"Bread, 675 grams",2.83,2019-08-01
"Soda crackers, 450 grams",3.47,2019-08-01
"Macaroni, 500 grams",1.54,2019-08-01
"Flour, 2.5 kilograms",4.58,2019-08-01
"Corn flakes, 675 grams",5.64,2019-08-01
"Apples, 1 kilogram",4.98,2019-08-01
"Bananas, 1 kilogram",1.55,2019-08-01
"Oranges, 1 kilogram",3.79,2019-08-01
"Apple juice, 1.36 litres",2.18,2019-08-01
"Orange juice, 1 litre",4.56,2019-08-01
"Carrots, 1 kilogram",2.4,2019-08-01
"Mushrooms, 1 kilogram",9.12,2019-08-01
"Onions, 1 kilogram",2.78,2019-08-01
"Potatoes, 4.54 kilograms",10.39,2019-08-01
"French fried potatoes, frozen, 1 kilogram",2.95,2019-08-01
"Baked beans, canned, 398 millilitres",1.29,2019-08-01
"Tomatoes, canned, 796 millilitres",1.59,2019-08-01
"Tomato juice, 1.36 litres",2.94,2019-08-01
"Ketchup, 1 litre",3.6,2019-08-01
"Sugar, white, 2 kilograms",2.49,2019-08-01
"Coffee, roasted, 300 grams",5.02,2019-08-01
"Coffee, instant, 200 grams",7.22,2019-08-01
Tea (72 bags),4.36,2019-08-01
"Cooking or salad oil, 1 litre",3.16,2019-08-01
"Soup, canned, 284 millilitres",1.26,2019-08-01
"Baby food, 128 millilitres",1.31,2019-08-01
"Peanut butter, 500 grams",2.93,2019-08-01
Paper towels (2 rolls),3.08,2019-08-01
Facial tissue (200 tissues),3.39,2019-08-01
Bathroom tissue (4 rolls),2.55,2019-08-01
"Shampoo, 300 millilitres",4.19,2019-08-01
"Deodorant, 60 grams",4.54,2019-08-01
"Toothpaste, 100 millilitres",3.13,2019-08-01
Cigarettes (200),120.27,2019-08-01
,,2019-09-01
"Round steak, 1 kilogram",17.07,2019-09-01
"Sirloin steak, 1 kilogram",22.42,2019-09-01
"Prime rib roast, 1 kilogram",32.61,2019-09-01
"Blade roast, 1 kilogram",15.62,2019-09-01
"Stewing beef, 1 kilogram",15.58,2019-09-01
"Ground beef, 1 kilogram",11.67,2019-09-01
"Pork chops, 1 kilogram",12.07,2019-09-01
"Chicken, 1 kilogram",7.44,2019-09-01
"Bacon, 500 grams",7.04,2019-09-01
"Wieners, 450 grams",4.28,2019-09-01
"Canned salmon, 213 grams",5.81,2019-09-01
"Homogenized milk, 4 litres",5.76,2019-09-01
"Partly skimmed milk, 4 litres",5.16,2019-09-01
"Butter, 454 grams",4.97,2019-09-01
"Processed cheese slices, 250 grams",2.3,2019-09-01
"Evaporated milk, 385 millilitres",1.87,2019-09-01
"Eggs, 1 dozen",3.34,2019-09-01
"Bread, 675 grams",2.82,2019-09-01
"Soda crackers, 450 grams",3.4,2019-09-01
"Macaroni, 500 grams",1.45,2019-09-01
"Flour, 2.5 kilograms",4.62,2019-09-01
"Corn flakes, 675 grams",5.3,2019-09-01
"Apples, 1 kilogram",4.95,2019-09-01
"Bananas, 1 kilogram",1.54,2019-09-01
"Oranges, 1 kilogram",3.44,2019-09-01
"Apple juice, 1.36 litres",2.13,2019-09-01
"Orange juice, 1 litre",4.05,2019-09-01
"Carrots, 1 kilogram",2.34,2019-09-01
"Mushrooms, 1 kilogram",9.17,2019-09-01
"Onions, 1 kilogram",2.42,2019-09-01
"Potatoes, 4.54 kilograms",10.28,2019-09-01
"French fried potatoes, frozen, 1 kilogram",3.08,2019-09-01
"Baked beans, canned, 398 millilitres",1.19,2019-09-01
"Tomatoes, canned, 796 millilitres",1.58,2019-09-01
"Tomato juice, 1.36 litres",2.88,2019-09-01
"Ketchup, 1 litre",3.67,2019-09-01
"Sugar, white, 2 kilograms",2.52,2019-09-01
"Coffee, roasted, 300 grams",4.86,2019-09-01
"Coffee, instant, 200 grams",7.0,2019-09-01
Tea (72 bags),4.31,2019-09-01
"Cooking or salad oil, 1 litre",3.2,2019-09-01
"Soup, canned, 284 millilitres",1.15,2019-09-01
"Baby food, 128 millilitres",1.34,2019-09-01
"Peanut butter, 500 grams",2.82,2019-09-01
Paper towels (2 rolls),3.09,2019-09-01
Facial tissue (200 tissues),3.42,2019-09-01
Bathroom tissue (4 rolls),2.39,2019-09-01
"Shampoo, 300 millilitres",4.13,2019-09-01
"Deodorant, 60 grams",4.5,2019-09-01
"Toothpaste, 100 millilitres",3.08,2019-09-01
Cigarettes (200),120.4,2019-09-01
,,2019-10-01
"Round steak, 1 kilogram",17.36,2019-10-01
"Sirloin steak, 1 kilogram",22.17,2019-10-01
"Prime rib roast, 1 kilogram",32.66,2019-10-01
"Blade roast, 1 kilogram",15.1,2019-10-01
"Stewing beef, 1 kilogram",15.46,2019-10-01
"Ground beef, 1 kilogram",11.54,2019-10-01
"Pork chops, 1 kilogram",11.8,2019-10-01
"Chicken, 1 kilogram",7.55,2019-10-01
"Bacon, 500 grams",7.37,2019-10-01
"Wieners, 450 grams",4.83,2019-10-01
"Canned salmon, 213 grams",5.83,2019-10-01
"Homogenized milk, 4 litres",5.8,2019-10-01
"Partly skimmed milk, 4 litres",5.2,2019-10-01
"Butter, 454 grams",5.1,2019-10-01
"Processed cheese slices, 250 grams",2.52,2019-10-01
"Evaporated milk, 385 millilitres",1.87,2019-10-01
"Eggs, 1 dozen",3.37,2019-10-01
"Bread, 675 grams",2.84,2019-10-01
"Soda crackers, 450 grams",3.4,2019-10-01
"Macaroni, 500 grams",1.6,2019-10-01
"Flour, 2.5 kilograms",4.37,2019-10-01
"Corn flakes, 675 grams",5.58,2019-10-01
"Apples, 1 kilogram",4.41,2019-10-01
"Bananas, 1 kilogram",1.56,2019-10-01
"Oranges, 1 kilogram",3.69,2019-10-01
"Apple juice, 1.36 litres",2.17,2019-10-01
"Orange juice, 1 litre",4.01,2019-10-01
"Carrots, 1 kilogram",2.06,2019-10-01
"Mushrooms, 1 kilogram",8.95,2019-10-01
"Onions, 1 kilogram",2.26,2019-10-01
"Potatoes, 4.54 kilograms",9.77,2019-10-01
"French fried potatoes, frozen, 1 kilogram",3.02,2019-10-01
"Baked beans, canned, 398 millilitres",1.38,2019-10-01
"Tomatoes, canned, 796 millilitres",1.51,2019-10-01
"Tomato juice, 1.36 litres",2.82,2019-10-01
"Ketchup, 1 litre",3.66,2019-10-01
"Sugar, white, 2 kilograms",2.44,2019-10-01
"Coffee, roasted, 300 grams",4.91,2019-10-01
"Coffee, instant, 200 grams",6.9,2019-10-01
Tea (72 bags),4.17,2019-10-01
"Cooking or salad oil, 1 litre",3.07,2019-10-01
"Soup, canned, 284 millilitres",1.3,2019-10-01
"Baby food, 128 millilitres",1.36,2019-10-01
"Peanut butter, 500 grams",2.99,2019-10-01
Paper towels (2 rolls),3.11,2019-10-01
Facial tissue (200 tissues),3.96,2019-10-01
Bathroom tissue (4 rolls),2.53,2019-10-01
"Shampoo, 300 millilitres",4.12,2019-10-01
"Deodorant, 60 grams",4.38,2019-10-01
"Toothpaste, 100 millilitres",3.18,2019-10-01
Cigarettes (200),120.99,2019-10-01
,,2019-11-01
"Round steak, 1 kilogram",17.32,2019-11-01
"Sirloin steak, 1 kilogram",22.43,2019-11-01
"Prime rib roast, 1 kilogram",34.08,2019-11-01
"Blade roast, 1 kilogram",14.68,2019-11-01
"Stewing beef, 1 kilogram",15.51,2019-11-01
"Ground beef, 1 kilogram",11.69,2019-11-01
"Pork chops, 1 kilogram",11.58,2019-11-01
"Chicken, 1 kilogram",7.36,2019-11-01
"Bacon, 500 grams",7.34,2019-11-01
"Wieners, 450 grams",4.68,2019-11-01
"Canned salmon, 213 grams",5.81,2019-11-01
"Homogenized milk, 4 litres",5.73,2019-11-01
"Partly skimmed milk, 4 litres",5.21,2019-11-01
"Butter, 454 grams",5.05,2019-11-01
"Processed cheese slices, 250 grams",2.41,2019-11-01
"Evaporated milk, 385 millilitres",1.93,2019-11-01
"Eggs, 1 dozen",3.36,2019-11-01
"Bread, 675 grams",2.82,2019-11-01
"Soda crackers, 450 grams",3.39,2019-11-01
"Macaroni, 500 grams",1.58,2019-11-01
"Flour, 2.5 kilograms",4.35,2019-11-01
"Corn flakes, 675 grams",5.64,2019-11-01
"Apples, 1 kilogram",4.18,2019-11-01
"Bananas, 1 kilogram",1.56,2019-11-01
"Oranges, 1 kilogram",3.85,2019-11-01
"Apple juice, 1.36 litres",2.16,2019-11-01
"Orange juice, 1 litre",4.2,2019-11-01
"Carrots, 1 kilogram",1.94,2019-11-01
"Mushrooms, 1 kilogram",8.83,2019-11-01
"Onions, 1 kilogram",2.16,2019-11-01
"Potatoes, 4.54 kilograms",9.47,2019-11-01
"French fried potatoes, frozen, 1 kilogram",3.14,2019-11-01
"Baked beans, canned, 398 millilitres",1.19,2019-11-01
"Tomatoes, canned, 796 millilitres",1.49,2019-11-01
"Tomato juice, 1.36 litres",2.96,2019-11-01
"Ketchup, 1 litre",3.65,2019-11-01
"Sugar, white, 2 kilograms",2.45,2019-11-01
"Coffee, roasted, 300 grams",5.02,2019-11-01
"Coffee, instant, 200 grams",6.45,2019-11-01
Tea (72 bags),4.31,2019-11-01
"Cooking or salad oil, 1 litre",3.07,2019-11-01
"Soup, canned, 284 millilitres",1.15,2019-11-01
"Baby food, 128 millilitres",1.42,2019-11-01
"Peanut butter, 500 grams",2.78,2019-11-01
Paper towels (2 rolls),3.2,2019-11-01
Facial tissue (200 tissues),2.77,2019-11-01
Bathroom tissue (4 rolls),2.44,2019-11-01
"Shampoo, 300 millilitres",4.13,2019-11-01
"Deodorant, 60 grams",4.17,2019-11-01
"Toothpaste, 100 millilitres",3.11,2019-11-01
Cigarettes (200),121.52,2019-11-01
,,2019-12-01
"Round steak, 1 kilogram",17.22,2019-12-01
"Sirloin steak, 1 kilogram",22.12,2019-12-01
"Prime rib roast, 1 kilogram",34.33,2019-12-01
"Blade roast, 1 kilogram",15.47,2019-12-01
"Stewing beef, 1 kilogram",15.34,2019-12-01
"Ground beef, 1 kilogram",11.76,2019-12-01
"Pork chops, 1 kilogram",12.02,2019-12-01
"Chicken, 1 kilogram",7.04,2019-12-01
"Bacon, 500 grams",7.08,2019-12-01
"Wieners, 450 grams",4.9,2019-12-01
"Canned salmon, 213 grams",5.8,2019-12-01
"Homogenized milk, 4 litres",5.75,2019-12-01
"Partly skimmed milk, 4 litres",5.21,2019-12-01
"Butter, 454 grams",5.0,2019-12-01
"Processed cheese slices, 250 grams",2.54,2019-12-01
"Evaporated milk, 385 millilitres",1.84,2019-12-01
"Eggs, 1 dozen",3.37,2019-12-01
"Bread, 675 grams",2.83,2019-12-01
"Soda crackers, 450 grams",3.44,2019-12-01
"Macaroni, 500 grams",1.56,2019-12-01
"Flour, 2.5 kilograms",4.26,2019-12-01
"Corn flakes, 675 grams",5.73,2019-12-01
"Apples, 1 kilogram",4.35,2019-12-01
"Bananas, 1 kilogram",1.55,2019-12-01
"Oranges, 1 kilogram",3.73,2019-12-01
"Apple juice, 1.36 litres",2.19,2019-12-01
"Orange juice, 1 litre",4.02,2019-12-01
"Carrots, 1 kilogram",2.01,2019-12-01
"Mushrooms, 1 kilogram",8.73,2019-12-01
"Onions, 1 kilogram",2.22,2019-12-01
"Potatoes, 4.54 kilograms",9.37,2019-12-01
"French fried potatoes, frozen, 1 kilogram",2.93,2019-12-01
"Baked beans, canned, 398 millilitres",1.2,2019-12-01
"Tomatoes, canned, 796 millilitres",1.46,2019-12-01
"Tomato juice, 1.36 litres",2.76,2019-12-01
"Ketchup, 1 litre",3.67,2019-12-01
"Sugar, white, 2 kilograms",2.41,2019-12-01
"Coffee, roasted, 300 grams",5.01,2019-12-01
"Coffee, instant, 200 grams",6.79,2019-12-01
Tea (72 bags),4.39,2019-12-01
"Cooking or salad oil, 1 litre",3.02,2019-12-01
"Soup, canned, 284 millilitres",1.23,2019-12-01
"Baby food, 128 millilitres",1.46,2019-12-01
"Peanut butter, 500 grams",2.83,2019-12-01
Paper towels (2 rolls),3.16,2019-12-01
Facial tissue (200 tissues),2.68,2019-12-01
Bathroom tissue (4 rolls),2.46,2019-12-01
"Shampoo, 300 millilitres",4.07,2019-12-01
"Deodorant, 60 grams",4.28,2019-12-01
"Toothpaste, 100 millilitres",3.35,2019-12-01
Cigarettes (200),121.71,2019-12-01
,,2020-01-01
"Round steak, 1 kilogram",17.36,2020-01-01
"Sirloin steak, 1 kilogram",21.81,2020-01-01
"Prime rib roast, 1 kilogram",34.56,2020-01-01
"Blade roast, 1 kilogram",16.22,2020-01-01
"Stewing beef, 1 kilogram",15.45,2020-01-01
"Ground beef, 1 kilogram",11.53,2020-01-01
"Pork chops, 1 kilogram",11.72,2020-01-01
"Chicken, 1 kilogram",7.43,2020-01-01
"Bacon, 500 grams",6.85,2020-01-01
"Wieners, 450 grams",4.85,2020-01-01
"Canned salmon, 213 grams",6.09,2020-01-01
"Homogenized milk, 4 litres",5.81,2020-01-01
"Partly skimmed milk, 4 litres",5.21,2020-01-01
"Butter, 454 grams",4.96,2020-01-01
"Processed cheese slices, 250 grams",2.44,2020-01-01
"Evaporated milk, 385 millilitres",1.94,2020-01-01
"Eggs, 1 dozen",3.48,2020-01-01
"Bread, 675 grams",2.87,2020-01-01
"Soda crackers, 450 grams",3.43,2020-01-01
"Macaroni, 500 grams",1.49,2020-01-01
"Flour, 2.5 kilograms",4.5,2020-01-01
"Corn flakes, 675 grams",5.82,2020-01-01
"Apples, 1 kilogram",4.33,2020-01-01
"Bananas, 1 kilogram",1.55,2020-01-01
